Name,Address,IndustryInfo,Neighborhood,좌표
블루엣,피부미용실,경기 성남시 분당구 정자일로 192,702,"(37.3673831, 127.1062946)"
박영옥헤어클리닉,"이용,미용",경기 성남시 분당구 양현로166번길 20,제분산상가 1층 101,"(37.3991568, 127.127474)"
라스파 정자점,화장품,경기 성남시 분당구 정자일로 248,805호,"(37.3507854, 127.1063437)"
웰메이드인터내셔널,화장품,경기 성남시 분당구 백현로 97,1205호,"(37.3744655, 127.1135336)"
김가이헤어,"이용,미용",경기 성남시 분당구 방아로 9,1층,"(37.39812465, 127.13001880883002)"
올리브헤어샵,"이용,미용",경기 성남시 분당구 구미로75번길 11,401호 일부,
퀸즈헤어샵,"이용,미용",경기 성남시 분당구 내정로 55,상록마을주 상가 214호,"(37.368652, 127.1147912)"
미백천사,화장품,경기 성남시 분당구 판교로 432,3층 301,"(37.4001937, 127.0962964)"
뷰티헤어,"이용,미용",경기 성남시 분당구 중앙공원로 20,2동 분산상가 403,"(37.382904, 127.1322702)"
강민헤어드림,"이용,미용",경기 성남시 분당구 정자로 115,한솔주공상가 2층 209,"(37.3634319, 127.1100345)"
CF헤어샵,"이용,미용",경기 성남시 분당구 장미로 189,매화마을 근린상가 1층 102,"(37.4134109, 127.1331151)"
커리스훼어,"이용,미용",경기 성남시 분당구 정자로 144,우성상가 204,"(37.3627246, 127.1201971)"
헤어브러쉬,"이용,미용",경기 성남시 분당구 수내동53번지 파크주상복합제상가동 145호 146호,,
네일팜,피부미용실,경기 성남시 분당구 돌마로 67,상가 지하 111호,"(37.371871, 127.1255546)"
분당남부 건강생활,화장품,경기 성남시 분당구 성남대로 34,301,"(37.3388437, 127.1093883)"
쟈니헤어,"이용,미용",경기 성남시 분당구 정자일로 55,106동 105호,"(37.3507854, 127.1063437)"
핀꽃,화장품,경기 성남시 분당구 구미동24-1분당현대벤처빌2층상가 201호내117,118,
신영에스테틱,화장품,경기 성남시 분당구 성남대로 926,601호,"(37.4125749, 127.1292937)"
아모레카운셀러,화장품,경기 성남시 분당구 매화로 38,201,"(37.41101655, 127.13417343317076)"
(주)소풍엔,화장품,경기 성남시 분당구 대왕판교로 397 ,2층,"(37.4052552, 127.1033889)"
홍순옥헤어라인,"이용,미용",경기 성남시 분당구 벌말로40번길 5-1,야탑동,"(37.4115424, 127.13876617372726)"
아네스헤어아트,"이용,미용",경기 성남시 분당구 매화로 40,1층,"(37.4111476, 127.13417577491087)"
김지은헤어아트,"이용,미용",경기 성남시 분당구 정자로 143,한솔마을근린상가 109,"(37.3634319, 127.1100345)"
오하라뷰티하우스,피부미용실,경기 성남시 분당구 야탑동361-5번지 대덕프라자 114호 115호,,
하나헤어아트,"이용,미용",경기 성남시 분당구 내정로174번길 42,주상복합상가 지하 150-1,"(37.3726856, 127.1215298)"
오은영K뷰티#,피부미용실,경기 성남시 분당구 백현로101번길 17,206호,"(37.3764421, 127.1114779)"
허쉬헤어,"이용,미용",경기 성남시 분당구 이매로 45,201호,"(37.394956449999995, 127.1258619749549)"
피지오 스킨케어,피부미용실,경기 성남시 분당구 구미동203-1번지 60 관보쇼핑 2층 205호,,
아모레카운셀러,화장품,경기 성남시 분당구 매화로 38,201,"(37.41101655, 127.13417343317076)"
뉴욕헤어,"이용,미용",경기 성남시 분당구 불정로386번길 10 ,601동2031,"(37.372939, 127.138965)"
(주) 씨엠에스랩,화장품,경기 성남시 분당구 판교로255번길 20,6층,"(37.403719, 127.0990216)"
아모레 퍼시픽 뷰레이터,화장품,경기 성남시 분당구 서현동신영팰리스 503호,,
아름다운나라 피부과,화장품,경기 성남시 분당구 황새울로 332,6층,"(37.3667521, 127.109831)"
현에스테틱,화장품,경기 성남시 분당구 수내로 39,2층 208호 209호,"(37.371871, 127.1255546)"
티아모심는가발,미용재료,경기 성남시 분당구 성남대로 30,204호,"(37.3383841, 127.1094768)"
제이헤어,"이용,미용",경기 성남시 분당구 판교원로209,"판교동,판교원마을상가동지하104호",
엠에스 피부관리,피부미용실,경기 성남시 분당구 수내동파크타운주상복합상가제상가동 147호,,
민스헤어,"이용,미용",경기 성남시 분당구 돌마로 481,1층,"(37.3500363, 127.1120226)"
여시미용실,"이용,미용",경기 성남시 분당구 미금일로 58,롯데상가 206,"(37.3462327, 127.1143873)"
헤어쥬니,"이용,미용",경기 성남시 분당구 돌마로356번길 3,115,"(37.3681326, 127.1246575)"
제이에스파마,화장품,경기 성남시 분당구 산운로 126,902동 704호,"(37.3924846, 127.0750461)"
네일스테이션,화장품,경기 성남시 분당구 중앙공원로40번길 4,현대카드올림픽상가 131,"(37.3794199, 127.1316498)"
훈헤어클럽,"이용,미용",경기 성남시 분당구 중앙공원로39번길 7,삼성한신상가 116,"(37.3824209, 127.1272947)"
강명숙이용실,"이용,미용",경기 성남시 분당구 탄천로 95,동상삼호상가 203,"(37.4091605, 127.123032)"
아모레카운셀러,화장품,경기 성남시 분당구 매화로 38,201,"(37.41101655, 127.13417343317076)"
미가헤어,"이용,미용",경기 성남시 분당구 돌마로486번길 6,107,"(37.3752243, 127.1363936)"
밀란마리스,미용재료,경기 성남시 분당구 황새울로 337,4층 404호,"(37.3862667, 127.1224051)"
루디아헤어갤러리,"이용,미용",경기 성남시 분당구 분당로263번길 24,204,"(37.3724479, 127.1411847)"
휴,"이용,미용",경기 성남시 분당구 성남대로926번길 6,206호,"(37.41214825, 127.12985860011429)"
헤어디자인 로엔,"이용,미용",경기 성남시 분당구 판교역로 98,상가동 103호,"(37.3960504, 127.109674)"
메타,화장품,경기 성남시 분당구 수내로46번길 11,401,"(37.379965, 127.1168325)"
준헤어클럽,"이용,미용",경기 성남시 분당구 매화로38번길 10,1층 일부,"(37.41072385, 127.1347833)"
펄피부과,화장품,경기 성남시 분당구 분당로 43,2층,"(37.3839239, 127.1201766)"
세라헤어살롱,"이용,미용",경기 성남시 분당구 판교역로 102,백현마을 가-103,"(37.3960504, 127.109674)"
쉘모아스킨케어,화장품,경기 성남시 분당구 불정로376번길 37,3층 301,"(37.372353, 127.1381386)"
떼루아 헤어1호점,"이용,미용",경기 성남시 분당구 매화로 42후면1층,"야탑동, 충무빌딩",
명이숙 케어샵 소울앤뷰티,피부미용실,경기 성남시 분당구 성남대로 52,501,"(37.3404548, 127.1094002)"
김홍림스킨앤바디,피부미용실,경기 성남시 분당구 방아로 22,3층,"(37.3983536, 127.13123227761707)"
마리헤어,"이용,미용",경기 성남시 분당구 성남대로 51,1층 145호,"(37.34049925, 127.10813800244722)"
박경민헤어,"이용,미용",경기 성남시 분당구 야탑로 245,106,"(37.4072515, 127.14592685957403)"
사라오일카포,"이용,미용",경기 성남시 분당구 내정로165번길 38,601동 130호,"(37.376703, 127.116195)"
은성헤어샵,"이용,미용",경기 성남시 분당구 불곡로13번길 7,1층,"(37.35955735, 127.12429570429623)"
77번가헤어샵,"이용,미용",경기 성남시 분당구 운중로233번길 12,일부 101호,"(37.39088555, 127.0896047)"
마이안,화장품,경기 성남시 분당구 성남대로 151,1동 321호,"(37.4085558, 127.1294167)"
연일상사,화장품,경기 성남시 분당구 내정로173번길 49,지하1층 130 131호,"(37.3759028, 127.1178763)"
밸런스,화장품,경기 성남시 분당구 이매동131-4번지 경림빌딩 4층 405,,
(주)씨엠에스랩,화장품,경기 성남시 분당구 판교로255번길 206층,삼평동,
초희에스테틱,피부미용실,경기 성남시 분당구 대왕판교로 125,3층,"(37.3503358, 127.1018029)"
미앤미,화장품,경기 성남시 분당구 황새울로200번길 22,205,"(37.376285800000005, 127.11274558281542)"
헤어코코,"이용,미용",경기 성남시 분당구 중앙공원로 35,올림필스포츠센터 1층 115,"(37.382904, 127.1322702)"
제제헤어,"이용,미용",경기 성남시 분당구 내정로 58,스포라이프스포츠센터 115,"(37.368652, 127.1147912)"
푸스올 분당점,화장품,경기 성남시 분당구 분당로53번길 21,404,"(37.3846843, 127.1223944)"
Yes all,화장품,경기 성남시 분당구 내정로 24,상가 106호,"(37.368652, 127.1147912)"
크리스마스뷰티,화장품,경기 성남시 분당구 서현로 170,Z동 213호,"(37.3889736, 127.1225479)"
르네헤어카페,"이용,미용",경기 성남시 분당구 장미로132번길 3-5,1층 103호,"(37.4131105, 127.13568335)"
헤어졸리,"이용,미용",경기 성남시 분당구 판교원로82번길 30,단지상가 203,"(37.386412899999996, 127.07308886281726)"
아쿠아헤어,"이용,미용",경기 성남시 분당구 중앙공원로 53,삼성제분산상 가동 1004호,"(37.382904, 127.1322702)"
강호사,미용재료,경기 성남시 분당구 불정로 179,203동 505호,"(37.3762283, 127.139504)"
포맨,"이용,미용",경기 성남시 분당구 운중로113번길 12-8,104호,"(37.3923724, 127.07601854955335)"
어제와다른내일,피부미용실,경기 성남시 분당구 정자일로 100,401,"(37.3634087, 127.105971)"
정현주헤어아트,"이용,미용",경기 성남시 분당구 내정로17번길 15,정자동,"(37.36154555, 127.11303445)"
레드퀸,"이용,미용",경기 성남시 분당구 성남대로925번길 16,3층 120호,"(37.41293935, 127.12725301422529)"
나이스가이,"이용,미용",경기 성남시 분당구 서현동307 ,효자촌주상복합601동 상가1동 1025,
블루밍헤어,"이용,미용",경기 성남시 분당구 중앙공원로40번길 8,현대아케이트 1-145,"(37.3794199, 127.1316498)"
마리안느,피부미용실,경기 성남시 분당구 정자일로 192,704호,"(37.3673831, 127.1062946)"
헤어매니저,"이용,미용",경기 성남시 분당구 벌말로 47,103,"(37.41216695, 127.13821676778983)"
정준헤어,"이용,미용",경기 성남시 분당구 서판교로 165,판교원마을12단지상가 103,"(37.387402, 127.097493)"
한방발모연구회(SOKA),미용재료,경기 성남시 분당구 내정로 152,134동 1603호,"(37.3717867, 127.1187846)"
노블헤어,"이용,미용",경기 성남시 분당구 방아로 34,103호,"(37.3984772, 127.13239024800008)"
김구헤어샵,"이용,미용",경기 성남시 분당구 중앙공원로 35,올림픽스포츠센터 1동 102호,"(37.382904, 127.1322702)"
마리헤어,"이용,미용",경기 성남시 분당구 판교로 441,111,"(37.4001937, 127.0962964)"
웰라미용실,"이용,미용",경기 성남시 분당구 동판교로 122,백현마을 상가 1층 102,"(37.4062598, 127.115387)"
압구정 피부관리,피부미용실,경기 성남시 분당구 장미로 189,매화마을주공4단지 그린상가 113,"(37.4134109, 127.1331151)"
웰빙휴,화장품,경기 성남시 분당구 느티로 16,403호,"(37.3685417, 127.1123812)"
아이린스킨,화장품,경기 성남시 분당구 성남대로 345,304,"(37.3724397, 127.1081833)"
씨에치홀딩스,화장품,경기 성남시 분당구 황새울로 224,504,"(37.3667521, 127.109831)"
진,화장품,경기 성남시 분당구 불정로376번길 37,110,"(37.372353, 127.1381386)"
데이릴리스킨케어,화장품,경기 성남시 분당구 백현로101번길 17,3층 305호,"(37.3764421, 127.1114779)"
타마시(TAMASI),미용재료,경기 성남시 분당구 대왕판교로644번길 65,509동 902호,"(37.3998345, 127.1077167)"
라임헤어,"이용,미용",경기 성남시 분당구 중앙공원로40번길 42,209,"(37.3794199, 127.1316498)"
라벨라헤어,"이용,미용",경기 성남시 분당구 장미로 86,이코노샤르망 101,"(37.41350345, 127.13023485619789)"
다이아나미용실,"이용,미용",경기 성남시 분당구 내정로173번길 11,양지마을주상복합상가 603-226,"(37.3759028, 127.1178763)"
빈 스킨케어,화장품,경기 성남시 분당구 서현로 170,2층 234-2,"(37.3889736, 127.1225479)"
Haru(하루),화장품,경기 성남시 분당구 성남대로 165,102-2호,"(37.3724397, 127.1081833)"
하연헤어,"이용,미용",경기 성남시 분당구 돌마로486번길 12,효자촌제근린 상가 104,"(37.3752243, 127.1363936)"
yes헤어숍,"이용,미용",경기 성남시 분당구 판교역로2번길 36,1층,"(37.386441649999995, 127.1118486)"
프로방스헤어,"이용,미용",경기 성남시 분당구 운중로113번길 12-2,102,"(37.3928285, 127.07607329999999)"
(주)웰코리아,화장품,경기 성남시 분당구 탄천상로 164 ,A동533호,"(37.3425981, 127.1073899)"
스칼렛 미용타운,"이용,미용",경기 성남시 분당구 내정로 52,한솔마을상가 105,"(37.368652, 127.1147912)"
헤어폼,"이용,미용",경기 성남시 분당구 야탑로 244,상가 104,"(37.4087006, 127.1210487)"
올댓헤어샵,"이용,미용",경기 성남시 분당구 탄천로 59,아름마을풍림분산상가 518-102,"(37.4091605, 127.123032)"
헤어 aA(에이에이),"이용,미용",경기 성남시 분당구 성남대로171번길 17,1층 113호,"(37.3510803, 127.106787249626)"
플로라(flora),"이용,미용",경기 성남시 분당구 정자로 112,정든마을상가 1층 6호,"(37.3634319, 127.1100345)"
루디아헤어갤러리,"이용,미용",경기 성남시 분당구 야탑동517번지 탑마을상가 1층 105호 106호,,
오즈네일아뜰리에,"이용,미용",경기 성남시 분당구 불정로386번길 10,601동 1040호,"(37.372939, 127.138965)"
김수정뷰티클럽분당점,화장품,경기 성남시 분당구 야탑로 95,세신옴니코아 901호 일부,"(37.4101687, 127.1292980998885)"
아이비헤어,"이용,미용",경기 성남시 분당구 중앙공원로39번길 7,삼성한신근린상가 135호,"(37.3824209, 127.1272947)"
케이처 헤어,"이용,미용",경기 성남시 분당구 미금로 39,108,"(37.3464498, 127.1160634)"
닥터큐 에스테틱,화장품,경기 성남시 분당구 성남대로144번길 14,103호,"(37.34855425, 127.1106212)"
문병석헤어,"이용,미용",경기 성남시 분당구 백현로101번길 16,208호,"(37.3764421, 127.1114779)"
가이소리미용실,"이용,미용",경기 성남시 분당구 불정로 179,정든마을동아2단지 상가 107,"(37.3762283, 127.139504)"
CURLY HAIR(컬리헤어),"이용,미용",경기 성남시 분당구 성남대로916번길 7,103,"(37.41114735, 127.12985847522435)"
허니콤헤어,"이용,미용",경기 성남시 분당구 성남대로 165,250,"(37.3724397, 127.1081833)"
카라헤어,"이용,미용",경기 성남시 분당구 정자일로 240,107,"(37.37159885, 127.10627648930998)"
IN THE FRAME(인더프레임),"이용,미용",경기 성남시 분당구 판교로25번길 20,1층,"(37.389984150000004, 127.08312957220406)"
헤어가든 엘리자베스,"이용,미용",경기 성남시 분당구 운중로125번길 14,1층 103,"(37.3930924, 127.07740337478535)"
닥터수 오리역점,화장품,경기 성남시 분당구 성남대로 34,304,"(37.3388437, 127.1093883)"
마본헤어,"이용,미용",경기 성남시 분당구 판교공원로3길 30 ,1층 일부호,"(37.3908691, 127.0902517)"
이노헤어,"이용,미용",경기 성남시 분당구 황새울로258번길 43,305호,"(37.3783159, 127.1154959)"
로티헤어,"이용,미용",경기 성남시 분당구 서판교로44번길 3-6,1층,"(37.39100645, 127.098342962233)"
이가자헤어비스,"이용,미용",경기 성남시 분당구 서현로210번길 2,202,"(37.3863737, 127.1254126)"
에스까다,화장품,경기 성남시 분당구 야탑동1514 분당테크노파크 디-807,,
백합미용실,"이용,미용",경기 성남시 분당구 성남대로144번길 12,2층,"(37.34855235, 127.1103445)"
라마스떼,피부미용실,경기 성남시 분당구 판교로 477,2층 205호,"(37.40573595, 127.12692365000001)"
브러쉬(Brush),화장품,경기 성남시 분당구 양현로94번길 21,114호,"(37.3907172, 127.1262382)"
네이쳐 리퍼블릭(서현로데오점),화장품,경기 성남시 분당구 분당로53번길 12,1층 104호,"(37.383604950000006, 127.12193688952257)"
에버네일(EVER NAIL),화장품,경기 성남시 분당구 내정로173번길 11,양지마을주상복합상가 603동 B 09호,"(37.3759028, 127.1178763)"
미즈헤어김성희,"이용,미용",경기 성남시 분당구 장미로 55,196동 1층 103호,"(37.4134109, 127.1331151)"
미다스헤어,"이용,미용",경기 성남시 분당구 판교원로82번길60,204,
김아라미용실,"이용,미용",경기 성남시 분당구 불곡남로13번길 9,101호,"(37.35886295, 127.12373645349672)"
주식회사 태영,화장품,경기 성남시 분당구 서현로 170,D-1712호,"(37.3889736, 127.1225479)"
쭈네일,화장품,경기 성남시 분당구 중앙공원로 35,올림픽스포츠센터 107호,"(37.382904, 127.1322702)"
스칼렛분당점,미용재료,경기 성남시 분당구 중앙공원로31번길 42,"서현동, 서현파크플라자","(37.3818329, 127.1263572)"
퀸즈네일,화장품,경기 성남시 분당구 정자일로6번길 13,801호,"(37.3505652, 127.1079449)"
이나경에스테틱,화장품,경기 성남시 분당구 돌마로476번길 31,상가동 304호,"(37.374865299999996, 127.13583825356234)"
이지헤어,"이용,미용",경기 성남시 분당구 정자일로 55104-103,"금곡동,두산위브아파트상가","(37.36085115, 127.1055744062071)"
슈이치,화장품,경기 성남시 분당구 정자일로 192,303호,"(37.3673831, 127.1062946)"
노블,화장품,경기 성남시 분당구 미금일로90번길 36-5,"구미동,더프라자3층,4층","(37.3491675, 127.1099258)"
민경헤어샵,"이용,미용",경기 성남시 분당구 미금로 36201호,"구미동, 브니엘프라자",
조이헤어,"이용,미용",경기 성남시 분당구 장미로 78209,"야탑동,시그마3","(37.4134109, 127.1331151)"
오행골반,체형관리,경기 성남시 분당구 내정로165번길 38,602동 233호,"(37.376703, 127.116195)"
정우헤어,"이용,미용",경기 성남시 분당구 성남대로171번길107호 108호 시티밸리제1층,금곡동,
BK테라피,화장품,경기 성남시 분당구 분당로53번길 13402(서현동,산호트윈스II 402호～403호,
미정스킨케어,화장품,경기 성남시 분당구 성남대로 393B-111,"정자동,분당두산위브파빌리온",
월드헤어,"이용,미용",경기 성남시 분당구 중앙공원로 35,1층 106호,"(37.382904, 127.1322702)"
레몬트리,화장품,경기 성남시 분당구 성남대로 511-144,"구미동,포스빌","(37.3362811, 127.1088848)"
루시헤어,"이용,미용",경기 성남시 분당구 불정로376번길 31,"서현동,효자촌주상복합604동130,131호","(37.372353, 127.1381386)"
더원,화장품,경기 성남시 분당구 성남대로 165203,"금곡동,천사의도시오피스텔",
마임분당여수지사,화장품,경기 성남시 분당구 야탑로69번길 85층 한주코아,야탑동,
르뮤,화장품,경기 성남시 분당구 판교역로14번길 20,"백현동,109호-1","(37.3854204, 127.1115095)"
사공현 헤어,"이용,미용",경기 성남시 분당구 야탑로69번길 24-8,일부 105호,"(37.4116259, 127.1276371)"
345헤어살롱 분당서현점,"이용,미용",경기 성남시 분당구 황새울로360번길 21201,"서현동,분당서현신영팰리스타워","(37.3863737, 127.1254126)"
인뷰티,"이용,미용",경기 성남시 분당구 정자일로 46112호,"금곡동, 청솔마을유천아파트",
샤론스킨샵,화장품,경기 성남시 분당구 불정로376번길 31155호 156,서현동,
맵쉬(MAPSHE),"이용,미용",경기 성남시 분당구 성남대로331번길 3-3,8층 803호,"(37.3653298, 127.1077077)"
이영 헤어라인,"이용,미용",경기 성남시 분당구 분당로263번길 13,효자촌분산상가 105호,"(37.3708771, 127.1375699)"
김영헤어,"이용,미용",경기 성남시 분당구 정자로 113102호 근린상가,"정자동, 한솔마을5단지주공아파트",
아벨헤어,"이용,미용",경기 성남시 분당구 야탑로111번길 31층,야탑동,
헤어바이해열,"이용,미용",경기 성남시 분당구 정자일로 121G-15호,"정자동, 더샵스타파크",
헤어매직,"이용,미용",경기 성남시 분당구 서현로 181104,"이매동,이매촌제상가동1층",
(주) 고운세상코스메틱,화장품,경기 성남시 분당구 서현로210번길 205층,"서현동, 코코프라자",
스파에코 서판교점,화장품,경기 성남시 분당구 운중동 940판교메디칼타워 501호,,
끼있는가위꾼,"이용,미용",경기 성남시 분당구 내정로173번길 11603호 146동 대명제스트 대명제스트동,"수내동, 양지마을한양아파트",
어바웃뷰티,화장품,경기 성남시 분당구 판교역로192번길 22,210호,"(37.3980299, 127.1120303)"
태후사랑,화장품,경기 성남시 분당구 정자로 113108호 근린상가,"정자동, 한솔마을5단지주공아파트",
미인본가(분당 야탑점),화장품,경기 성남시 분당구 성남대로916번길 5,706호,"(37.411549, 127.1298651)"
KIHO 기호,화장품,경기 성남시 분당구 황새울로 234209,"수내동,트라팰리스",
워너비,화장품,경기 성남시 분당구 장미로48번길 10222,"야탑동,르네상스오피스텔","(37.4138261, 127.1260624)"
마드레,피부미용실,경기 성남시 분당구 내정로166번길 7-6,"수내동,파크타운주상복합세상가동1층43호","(37.3717071, 127.1211621)"
풍림미용실,"이용,미용",경기 성남시 분당구 탄천로 35517동 105호 풍림상가,"이매동, 아름마을풍림아파트",
신타,화장품,경기 성남시 분당구 정자일로 121F-27호,"정자동, 더샵스타파크",
MUST,피부미용실,경기 성남시 분당구 서현로 170,1층 105호,"(37.3889736, 127.1225479)"
헤어플러스미용실,"이용,미용",경기 성남시 분당구 야탑남로 14103호,"이매동, 금강프라자",
세레니끄,화장품,경기 성남시 분당구 판교로 376301호 마크시티퍼플,삼평동,
예미원피부과,화장품,경기 성남시 분당구 정자일로213번길 19,"정자동,아이파크분당201동206호일부","(37.3693628, 127.1053201)"
퀸즈헤나,미용재료,경기 성남시 분당구 돌마로 47,"금곡동,이코노샤르망2층퀸즈헤어살롱내","(37.3500363, 127.1120226)"
틴-턴,화장품,경기 성남시 분당구 장안로25번길28 상가-112 건영아파트,,
애나헤어,"이용,미용",경기 성남시 분당구 판교로 444,1층 7호,"(37.405391, 127.1284568)"
수,피부미용실,경기 성남시 분당구 성남대로926번길 18,401호 환미빌딩,"(37.41311035, 127.12973055)"
헤어코코,"이용,미용",경기 성남시 분당구 장안로16번길6,"분당동,지층",
이지아헤어(eJiahhair),"이용,미용",경기 성남시 분당구 정자일로 15,112호,"(37.3507854, 127.1063437)"
젤라,미용재료,경기 성남시 분당구 야탑로103 B-619,"야탑동,노블리치2오피스텔",
헤어작,"이용,미용",경기 성남시 분당구 백현로101번길 23,302호,"(37.3776729, 127.1131687)"
프리위그,미용재료,경기 성남시 분당구 성남대로916번길 5,608호,"(37.411549, 127.1298651)"
사라 뷰티풀 살롱,"이용,미용",경기 성남시 분당구 성남대로43번길 10,2층 202호,"(37.3396493, 127.1088248)"
가위손헤어샵,"이용,미용",경기 성남시 분당구 미금로246 105,"금곡동,청솔마을6단지근린상가",
소울뷰티디자인,화장품,경기 성남시 분당구 백현로101번길 21,306호,"(37.3776729, 127.1131687)"
제일미용실,"이용,미용",경기 성남시 분당구 수내로206 D-101,"수내동,푸른마을제상가",
박승철헤어스투디오오리역점,"이용,미용",경기 성남시 분당구 성남대로 45,201호,"(37.3400209, 127.10846567403917)"
쉬즈,화장품,경기 성남시 분당구 성남대로 393,1910호 A 분당두산위브파빌리온,"(37.3862355, 127.126931)"
황제테라피,체형관리,경기 성남시 분당구 성남대로916번길7 403호,"야탑동,서일빌딩",
리틀포레스트헤어,"이용,미용",경기 성남시 분당구 내정로173번길 11,603동 117호,"(37.3759028, 127.1178763)"
Hair up,"이용,미용",경기 성남시 분당구 미금로 177,"구미동, 까치마을신원아파트","(37.3392061, 127.1160914)"
수헤어샵,"이용,미용",경기 성남시 분당구 이매로 13,204호,"(37.394986200000005, 127.12214402903726)"
아름화장품,화장품,경기 성남시 분당구 판교로 430,107호 개나리상가,"(37.403215, 127.1038941)"
604바이제이(BY J),"이용,미용",경기 성남시 분당구 판교동610-7번지 1층,,
뷰티화장품,화장품,경기 성남시 분당구 성남대로916번길 7,105호 서일빌딩,"(37.41114735, 127.12985847522435)"
헤어명작,"이용,미용",경기 성남시 분당구 성남대로 449,A동 108호,"(37.3752361, 127.1107693)"
네꼬네일,"이용,미용",경기 성남시 분당구 돌마로80,"구미동,현대벤처빌2층112,113호",
태후사랑 미금점,화장품,경기 성남시 분당구 미금로 251,205호 상가,"(37.3392061, 127.1160914)"
라푼젤,"이용,미용",경기 성남시 분당구 내정로166번길 43,124호 금산프라자빌딩,"(37.3717071, 127.1211621)"
수기 건강센터,화장품,경기 성남시 분당구 정자일로 248,225호 상가,"(37.3507854, 127.1063437)"
어퍼컷,"이용,미용",경기 성남시 분당구 판교로 372,106호,"(37.4036572, 127.11564415701457)"
그린미용실,"이용,미용",경기 성남시 분당구 백현로 206,한솔4단지종합상가 2층 209호,"(37.3735553, 127.1145379)"
쑥향기,화장품,경기 성남시 분당구 불정로376번길 31,221호 효자촌미래타운아파트 상가 효자촌주상복합,"(37.372353, 127.1381386)"
어썸헤어,"이용,미용",경기 성남시 분당구 운중로225번길 17-10,102호,
진헤어,"이용,미용",경기 성남시 분당구 미금일로 21,상가동 103호,"(37.3455523, 127.1172619)"
리안헤어미금점,"이용,미용",경기 성남시 분당구 미금일로74번길 12-1,구미동,"(37.3468422, 127.11178325)"
맨(Men) 컷트클럽,"이용,미용",경기 성남시 분당구 매화로48번길 8-1,야탑동,"(37.4116548, 127.13485479994955)"
삼성메디코스(주),화장품,경기 성남시 분당구 운중로 146,8층,"(37.3915395, 127.0665087)"
(주)엘지생활건강비욘드서현역점,화장품,경기 성남시 분당구 서현로210번길 20,"서현동, 코코프라자","(37.3857429, 127.12401215160571)"
명품스킨결,화장품,경기 성남시 분당구 서판교로 160,103호,"(37.4002695, 127.09481520710587)"
비앤씨 헤어그룹,"이용,미용",경기 성남시 분당구 미금로 251,청솔마을성원상가 103호,"(37.3392061, 127.1160914)"
헤어팜,"이용,미용",경기 성남시 분당구 정자일로 46,104호 상가,"(37.3507854, 127.1063437)"
스마트,화장품,경기 성남시 분당구 판교원로82번길 30,1311동 1202호,"(37.386412899999996, 127.07308886281726)"
올리브 판교역점,화장품,경기 성남시 분당구 대왕판교로606번길58 판교푸르지오월드마크,,
오선희토탈뷰티케어,화장품,경기 성남시 분당구 돌마로366번길 8,4-5동 105호,"(37.3689432, 127.125233)"
이현헤어커커,"이용,미용",경기 성남시 분당구 대왕판교로606번길 58,판교푸르지오월드마크상가 1-72호,"(37.3960191, 127.1133198)"
갤러리공인중개사사무소,"이용,미용",경기 성남시 분당구 성남대로 449,A동 110호,"(37.3752361, 127.1107693)"
숲,화장품,경기 성남시 분당구 성남대로779번길 52,113호 신흥코아,"(37.3992096, 127.1214206)"
네일스케치,화장품,경기 성남시 분당구 서현로210번길 20 ,2층202호 일부호,"(37.3857429, 127.12401215160571)"
크로바화장품,화장품,경기 성남시 분당구 내정로174번길 42,131호 상가,"(37.3726856, 127.1215298)"
재단법인 철도공익복지재단,화장품,경기 성남시 분당구 구미동795번지 오리역구내매장,,
준오헤어,"이용,미용",경기 성남시 분당구 황새울로342번길 23,3층,"(37.3861478, 127.1229234)"
이철헤어커커(미금2호점),"이용,미용",경기 성남시 분당구 돌마로 68,303호,"(37.34970275, 127.10955834977064)"
더마존(Derma Zone)코리아,화장품,경기 성남시 분당구 서현로 170,C동 1222호,"(37.3889736, 127.1225479)"
씨조(Ciseaux),"이용,미용",경기 성남시 분당구 운중로277번길 48,101호,
촉촉아트,미용재료,경기 성남시 분당구 돌마로522번길 6,2층,"(37.3793914, 127.13709355)"
이디엘헤어,"이용,미용",경기 성남시 분당구 서현로210번길 20,2층 10호,"(37.3857429, 127.12401215160571)"
정성순헤어모드,"이용,미용",경기 성남시 분당구 벌말로 47,204호,"(37.41216695, 127.13821676778983)"
미쉘,화장품,경기 성남시 분당구 대왕판교로606번길 58,1층 55호 판교푸르지오월드마크상가,"(37.3960191, 127.1133198)"
까까뽀까헤어,"이용,미용",경기 성남시 분당구 느티로87번길 6,102호,"(37.3691625, 127.1144371)"
디오네일,"이용,미용",경기 성남시 분당구 성남대로 393,B동 107호 상가,"(37.3862355, 127.126931)"
기분좋은날천연염색방,"이용,미용",경기 성남시 분당구 내정로166번길 7-6,지하1층 46호 코끼리상가,"(37.3717071, 127.1211621)"
헤어아티션,"이용,미용",경기 성남시 분당구 판교역로14번길 20,108호,"(37.3854204, 127.1115095)"
지니스왁싱 태닝,피부미용실,경기 성남시 분당구 성남대로 151,2층 214-1호,"(37.3862355, 127.126931)"
머리이야기 헤어샵,"이용,미용",경기 성남시 분당구 양현로94번길 11,1층 111호 청학빌딩,"(37.3907172, 127.1262382)"
보떼헤어,"이용,미용",경기 성남시 분당구 운중로125번길 14-11,1층 일부,"(37.3928802, 127.07827735635038)"
수 스킨케어,피부미용실,경기 성남시 분당구 판교로 393,1동 105호,"(37.405391, 127.1284568)"
