Name,Address,IndustryInfo,Neighborhood,좌표
BK테라피,화장품,경기 성남시 분당구 분당로53번길 13402,(서현동,"(37.383188, 127.120908)"
이가자헤어비스이천일아울렛점,"이용,미용",경기도 성남시 분당구 미금일로154번길,,"(37.3494156, 127.1079621)"
온뷰티룸(OnBeautyRoom),미용재료,경기도 성남시 분당구 성남대로 151,,"(37.3801547, 127.1187021)"
더 봄 HAIR,"이용,미용",경기도 성남시 분당구 돌마로 52,,"(37.3714707, 127.1249708)"
프리미엘네일,"이용,미용",경기도 성남시 분당구 성남대로 151,,"(37.3801547, 127.1187021)"
