storeName,type,address,district,latitude,longitude
민스헤어,,경기 성남시 분당구 돌마로 481,,37.3751247,127.1300684
여시미용실,,경기 성남시 분당구 미금일로 58,,37.3476203,127.1072285
헤어쥬니,,경기 성남시 분당구 돌마로356번길 3,,37.3681326,127.1246575
제이에스파마,,경기 성남시 분당구 산운로 126,,37.3924846,127.0750461
네일스테이션,,경기 성남시 분당구 중앙공원로40번길 4,,37.3794199,127.1316498
훈헤어클럽,,경기 성남시 분당구 중앙공원로39번길 7,,37.3824209,127.1272947
강명숙이용실,,경기 성남시 분당구 탄천로 95,,37.3968866,127.1235399
아모레카운셀러,,경기 성남시 분당구 매화로 38,,37.41101655,127.134173433171
미가헤어,,경기 성남시 분당구 돌마로486번길 6,,37.3766777,127.1347595
밀란마리스,,경기 성남시 분당구 황새울로 337,,37.3862667,127.1224051
루디아헤어갤러리,,경기 성남시 분당구 분당로263번길 24,,37.3737593,127.1420751
휴,,경기 성남시 분당구 성남대로926번길 6,,37.41214825,127.129858600114
헤어디자인 로엔,,경기 성남시 분당구 판교역로 98,,37.3844603,127.1121169
메타,,경기 성남시 분당구 수내로46번길 11,,37.379965,127.1168325
준헤어클럽,,경기 성남시 분당구 매화로38번길 10,,37.41072385,127.1347833
펄피부과,,경기 성남시 분당구 분당로 43,,37.3839239,127.1201766
세라헤어살롱,,경기 성남시 분당구 판교역로 102,,37.3844603,127.1121169
쉘모아스킨케어,,경기 성남시 분당구 불정로376번길 37,,37.372353,127.1381386
명이숙 케어샵 소울앤뷰티,,경기 성남시 분당구 성남대로 52,,37.3404548,127.1094002
김홍림스킨앤바디,,경기 성남시 분당구 방아로 22,,37.3983536,127.131232277617
마리헤어,,경기 성남시 분당구 성남대로 51,,37.3406526,127.1084023
박경민헤어,,경기 성남시 분당구 야탑로 245,,37.4072515,127.145926859574
사라오일카포,,경기 성남시 분당구 내정로165번길 38,,37.376703,127.116195
은성헤어샵,,경기 성남시 분당구 불곡로13번길 7,,37.35955735,127.124295704296
77번가헤어샵,,경기 성남시 분당구 운중로233번길 12,,37.39088555,127.0896047
마이안,,경기 성남시 분당구 성남대로 151,,37.3801547,127.1187021
연일상사,,경기 성남시 분당구 내정로173번길 49,,37.3775217,127.115792
초희에스테틱,,경기 성남시 분당구 대왕판교로 125,,37.3757272,127.1017939
미앤미,,경기 성남시 분당구 황새울로200번길 22,,37.3762869,127.1125803
